"","id","age","citizenship","ethnicity","year","degree","gender","condition","totalRT","causeRT","causeBlue","causePink","causeOrange","causeB&P","causeP&O","causeB&O","causeAll","causeOther","causeBlue_norm","causePink_norm","causeOrange_norm","causeB&P_norm","causeP&O_norm","causeB&O_norm","causeAll_norm","causeOther_norm","attentionRT","attentionBlue","attentionPink","attentionOrange","order","event","atomic","atomic_norm","two_conjunct","two_conjunct_norm"
"236",44,21,"ct","chinese",2,-1,"Female","R2V3",14.54021667,20.502,4,4,4,9,9,4,4,5,0.0526315789473684,0.0526315789473684,0.0526315789473684,0.315789473684211,0.315789473684211,0.0526315789473684,0.0526315789473684,0.105263157894737,5.852,1,1,1,3,"V",4,0.0526315789473684,7.33333333333333,0.228070175438597
"237",45,24,"ct","chinese",3,4,"Male","3R2V",8.287983333,13.586,3,3,1,7,1,1,1,1,0.2,0.2,0,0.6,0,0,0,0,4.173,1,1,0,3,"2",2.33333333333333,0.133333333333333,3,0.2
"238",46,23,"-1","-1",-1,6,"Female","V23R",10.60193333,31.631,1,1,1,7,7,1,9,6,0,0,0,0.24,0.24,0,0.32,0.2,5.346,1,1,1,3,"3",1,0,5,0.16
"239",47,24,"ct","chinese",4,4,"Female","V3R2",11.27976667,32.398,6,6,1,8,3,3,1,1,0.238095238095238,0.238095238095238,0,0.333333333333333,0.0952380952380952,0.0952380952380952,0,0,4.909,1,1,0,3,"R",4.33333333333333,0.158730158730159,4.66666666666667,0.174603174603175
"240",48,33,"ct","chinese",6,6,"Male","R2V3",14.4798,30.991,5,8,5,7,5,5,5,3,0.111111111111111,0.222222222222222,0.111111111111111,0.185185185185185,0.111111111111111,0.111111111111111,0.111111111111111,0.037037037037037,4.772,1,1,1,3,"V",6,0.148148148148148,5.66666666666667,0.135802469135802
"241",49,22,"nc","chinese",6,6,"Male","RV23",8.775083333,14.439,6,6,1,7,1,1,1,6,0.238095238095238,0.238095238095238,0,0.285714285714286,0,0,0,0.238095238095238,5.112,1,1,0,3,"2",4.33333333333333,0.158730158730159,3,0.0952380952380952
"242",50,22,"ct","chinese",2,3,"Male","R2V3",8.2092,17.079,1,5,4,1,4,1,1,1,0,0.4,0.3,0,0.3,0,0,0,8.29,1,1,1,3,"V",3.33333333333333,0.233333333333333,2,0.1
"243",51,25,"ct","chinese",3,3,"Male","2V3R",11.63346667,49.988,8,8,1,8,8,1,9,1,0.194444444444444,0.194444444444444,0,0.194444444444444,0.194444444444444,0,0.222222222222222,0,13.049,1,1,1,3,"3",5.66666666666667,0.12962962962963,5.66666666666667,0.12962962962963
"244",52,21,"ct","chinese",3,3,"Female","23RV",12.80496667,24.776,3,7,5,9,6,6,9,5,0.0476190476190476,0.142857142857143,0.0952380952380952,0.19047619047619,0.119047619047619,0.119047619047619,0.19047619047619,0.0952380952380952,5.053,1,1,1,3,"R",5,0.0952380952380952,7,0.142857142857143
"245",53,23,"ct","chinese",4,6,"Female","23RV",18.60568333,62.681,1,7,1,6,1,1,1,1,0,0.545454545454545,0,0.454545454545455,0,0,0,0,6.825,1,1,0,3,"R",3,0.181818181818182,2.66666666666667,0.151515151515152
"246",54,28,"ct","chinese",2,4,"Female","23RV",8.231733333,15.387,1,1,1,9,1,1,1,1,0,0,0,1,0,0,0,0,4.272,1,1,0,3,"R",1,0,3.66666666666667,0.333333333333333
"247",55,24,"ct","chinese",3,4,"Female","23RV",8.871633333,20.634,5,5,1,7,1,1,5,1,0.222222222222222,0.222222222222222,0,0.333333333333333,0,0,0.222222222222222,0,4.08,1,1,0,3,"R",3.66666666666667,0.148148148148148,3,0.111111111111111
"248",56,23,"ct","chinese",3,3,"Male","3R2V",139.1955,15.725,1,1,1,9,1,1,9,5,0,0,0,0.4,0,0,0.4,0.2,3.665,1,1,0,3,"2",1,0,3.66666666666667,0.133333333333333
"249",57,21,"ct","chinese",2,3,"Female","2V3R",18.0682,24.78,2,2,2,8,6,1,9,2,0.0416666666666667,0.0416666666666667,0.0416666666666667,0.291666666666667,0.208333333333333,0,0.333333333333333,0.0416666666666667,5.061,1,1,1,3,"3",2,0.0416666666666667,5,0.166666666666667
"250",58,22,"ct","chinese",2,6,"Female","3R2V",6.782983333,15.63,3,7,3,7,3,3,3,3,0.0833333333333333,0.25,0.0833333333333333,0.25,0.0833333333333333,0.0833333333333333,0.0833333333333333,0.0833333333333333,5.867,0,1,0,3,"2",4.33333333333333,0.138888888888889,4.33333333333333,0.138888888888889
"251",59,19,"nc","other",1,3,"Female","R2V3",9.871433333,23.641,1,9,1,3,3,1,1,3,0,0.571428571428571,0,0.142857142857143,0.142857142857143,0,0,0.142857142857143,4.941,1,1,1,3,"V",3.66666666666667,0.19047619047619,2.33333333333333,0.0952380952380952
"252",60,24,"ct","chinese",4,6,"Male","3R2V",10.08853333,35.966,1,7,1,7,1,1,1,5,0,0.375,0,0.375,0,0,0,0.25,13.724,1,1,0,3,"2",3,0.125,3,0.125
"253",61,NA,"nc","chinese",4,6,"Male","V23R",23.57891667,25.632,6,8,6,8,8,6,9,5,0.104166666666667,0.145833333333333,0.104166666666667,0.145833333333333,0.145833333333333,0.104166666666667,0.166666666666667,0.0833333333333333,6.698,1,1,1,3,"3",6.66666666666667,0.118055555555556,7.33333333333333,0.131944444444444
"254",62,21,"ct","chinese",1,3,"Male","23RV",40.9505,22.258,3,3,1,9,1,1,1,1,0.166666666666667,0.166666666666667,0,0.666666666666667,0,0,0,0,4.963,1,1,0,3,"R",2.33333333333333,0.111111111111111,3.66666666666667,0.222222222222222
"255",63,21,"ct","chinese",3,3,"Female","V3R2",9.21565,13.938,5,5,5,8,5,5,5,5,0,0,0,1,0,0,0,0,6.692,1,1,0,3,"R",5,0,6,0.333333333333333
"256",64,23,"ct","chinese",3,3,"Male","23RV",8.565616667,11.796,1,9,1,1,1,1,1,1,0,1,0,0,0,0,0,0,8.555,1,1,0,3,"R",3.66666666666667,0.333333333333333,1,0
"257",1,22,"ct","chinese",2,5,"Female","R2V3",6.322583333,7.076,9,8,9,8,9,8,9,8,0.25,0,0.25,0,0.25,0,0.25,0,3.493,1,1,1,4,"3",8.66666666666667,0.166666666666667,8.33333333333333,0.0833333333333333
"258",2,23,"ct","chinese",4,4,"Female","RV23",7.933683333,24.418,2,8,2,3,3,3,5,2,0.05,0.35,0.05,0.1,0.1,0.1,0.2,0.05,11.807,0,1,0,4,"3",4,0.15,3,0.1
"259",3,NA,"ct","chinese",3,6,"Female","V23R",21.7108,14.107,6,8,1,9,1,1,1,1,0.25,0.35,0,0.4,0,0,0,0,3.803,1,1,0,4,"R",5,0.2,3.66666666666667,0.133333333333333
"260",4,20,"ct","chinese",2,3,"Female","3R2V",7.259166667,8.886,1,9,1,1,1,1,1,2,0,0.888888888888889,0,0,0,0,0,0.111111111111111,4.363,1,1,1,4,"V",3.66666666666667,0.296296296296296,1,0
"261",5,22,"ct","chinese",3,3,"Female","R2V3",8.043233333,24.79,1,9,1,9,9,1,9,3,0,0.235294117647059,0,0.235294117647059,0.235294117647059,0,0.235294117647059,0.0588235294117647,7.15,1,1,1,4,"3",3.66666666666667,0.0784313725490196,6.33333333333333,0.156862745098039
"262",6,24,"ct","chinese",4,6,"Male","3R2V",7.813433333,20.016,1,6,1,6,6,1,9,5,0,0.185185185185185,0,0.185185185185185,0.185185185185185,0,0.296296296296296,0.148148148148148,11.876,0,1,1,4,"V",2.66666666666667,0.0617283950617284,4.33333333333333,0.123456790123457
"263",7,22,"ct","chinese",1,3,"Male","3R2V",8.8744,12.548,1,9,1,1,1,1,1,3,0,0.8,0,0,0,0,0,0.2,3.117,1,1,1,4,"V",3.66666666666667,0.266666666666667,1,0
"264",8,21,"ct","chinese",1,3,"Female","RV23",9.703733333,20.756,3,3,3,2,2,2,9,5,0.0952380952380952,0.0952380952380952,0.0952380952380952,0.0476190476190476,0.0476190476190476,0.0476190476190476,0.380952380952381,0.19047619047619,5.063,1,1,1,4,"3",3,0.0952380952380952,2,0.0476190476190476
"265",9,24,"ct","chinese",4,6,"Male","3R2V",11.59553333,19.995,1,9,1,7,7,1,1,1,0,0.4,0,0.3,0.3,0,0,0,6.41,1,1,1,4,"V",3.66666666666667,0.133333333333333,5,0.2
"266",10,19,"ct","chinese",1,3,"Female","3RV2",34.83503333,23.47,1,1,1,9,1,1,1,1,0,0,0,1,0,0,0,0,7.559,1,1,0,4,"2",1,0,3.66666666666667,0.333333333333333
"267",11,20,"ct","chinese",2,3,"Female","23RV",10.15468333,14.826,1,9,1,1,1,1,1,1,0,1,0,0,0,0,0,0,7.66,1,1,1,4,"V",3.66666666666667,0.333333333333333,1,0
"268",12,25,"ct","chinese",4,3,"Male","2V3R",8.49305,17.534,5,5,3,9,6,6,5,5,0.111111111111111,0.111111111111111,0.0555555555555556,0.222222222222222,0.138888888888889,0.138888888888889,0.111111111111111,0.111111111111111,5.342,1,1,1,4,"R",4.33333333333333,0.0925925925925926,7,0.166666666666667
"269",13,24,"ct","chinese",5,6,"Female","23RV",13.88263333,18.97,1,9,1,1,1,1,1,1,0,1,0,0,0,0,0,0,8.329,1,1,1,4,"V",3.66666666666667,0.333333333333333,1,0
"270",14,22,"ct","chinese",2,3,"Male","2V3R",9.295016667,14.508,1,1,1,9,9,9,1,1,0,0,0,0.333333333333333,0.333333333333333,0.333333333333333,0,0,4.048,1,1,1,4,"R",1,0,9,0.333333333333333
"271",15,25,"ct","chinese",3,4,"Male","RV23",9.30505,36.519,2,3,2,4,4,5,5,4,0.0476190476190476,0.0952380952380952,0.0476190476190476,0.142857142857143,0.142857142857143,0.19047619047619,0.19047619047619,0.142857142857143,7.085,1,1,0,4,"3",2.33333333333333,0.0634920634920635,4.33333333333333,0.158730158730159
"272",16,20,"ct","chinese",1,3,"Female","RV23",7.5313,16.954,2,2,2,2,2,2,9,2,0.0666666666666667,0.0666666666666667,0.0666666666666667,0.0666666666666667,0.0666666666666667,0.0666666666666667,0.533333333333333,0.0666666666666667,4.685,1,1,1,4,"3",2,0.0666666666666667,2,0.0666666666666667
"273",17,21,"ct","chinese",3,3,"Female","RV23",9.482633333,14.798,6,6,6,7,7,7,9,6,0.108695652173913,0.108695652173913,0.108695652173913,0.130434782608696,0.130434782608696,0.130434782608696,0.173913043478261,0.108695652173913,7.616,1,1,1,4,"3",6,0.108695652173913,7,0.130434782608696
"274",18,20,"ct","chinese",2,3,"Female","R2V3",12.80763333,15.101,1,9,1,5,5,1,5,1,0,0.4,0,0.2,0.2,0,0.2,0,4.017,1,1,1,4,"3",3.66666666666667,0.133333333333333,3.66666666666667,0.133333333333333
"275",19,22,"ct","chinese",1,3,"Male","2V3R",10.45451667,18.242,1,3,1,9,1,1,1,1,0,0.2,0,0.8,0,0,0,0,7.569,1,1,0,4,"R",1.66666666666667,0.0666666666666667,3.66666666666667,0.266666666666667
"276",20,21,"ct","chinese",1,3,"Male","23RV",61.74101667,17.302,1,8,1,6,6,1,1,4,0,0.35,0,0.25,0.25,0,0,0.15,4.912,1,1,1,4,"V",3.33333333333333,0.116666666666667,4.33333333333333,0.166666666666667
"277",21,32,"ct","chinese",6,6,"Male","V3R2",9.870183333,40.479,2,7,5,8,5,5,1,1,0.0384615384615385,0.230769230769231,0.153846153846154,0.269230769230769,0.153846153846154,0.153846153846154,0,0,4.436,1,1,0,4,"2",4.66666666666667,0.141025641025641,6,0.192307692307692
"278",22,20,"ct","chinese",2,3,"Female","RV23",10.512,28.761,1,8,1,8,8,1,9,2,0,0.233333333333333,0,0.233333333333333,0.233333333333333,0,0.266666666666667,0.0333333333333333,6.459,1,1,1,4,"3",3.33333333333333,0.0777777777777778,5.66666666666667,0.155555555555556
"279",23,22,"ct","chinese",3,3,"Female","V3R2",12.13841667,25.553,1,8,1,9,1,2,1,1,0,0.4375,0,0.5,0,0.0625,0,0,17,1,1,0,4,"2",3.33333333333333,0.145833333333333,4,0.1875
"280",24,23,"ct","chinese",2,4,"Female","R2V3",8.303166667,28.721,1,8,1,5,5,1,8,1,0,0.318181818181818,0,0.181818181818182,0.181818181818182,0,0.318181818181818,0,6.062,1,1,1,4,"3",3.33333333333333,0.106060606060606,3.66666666666667,0.121212121212121
"281",25,21,"ct","chinese",2,3,"Female","R2V3",8.4293,17.358,3,3,3,6,6,6,6,3,0.05,0.05,0.05,0.2,0.2,0.2,0.2,0.05,8.073,1,1,1,4,"3",3,0.05,6,0.2
"282",26,21,"ct","chinese",3,6,"Female","R2V3",10.90145,19.177,1,9,1,9,9,1,9,1,0,0.25,0,0.25,0.25,0,0.25,0,7.98,1,1,1,4,"3",3.66666666666667,0.0833333333333333,6.33333333333333,0.166666666666667
"283",27,37,"nc","indian",6,6,"Male","3R2V",9.993816667,29.108,9,9,9,9,9,1,9,6,0.150943396226415,0.150943396226415,0.150943396226415,0.150943396226415,0.150943396226415,0,0.150943396226415,0.0943396226415094,6.396,1,1,1,4,"V",9,0.150943396226415,6.33333333333333,0.10062893081761
"284",28,23,"ct","chinese",3,4,"Male","RV23",8.291133333,16.183,1,9,1,7,1,1,5,1,0,0.444444444444444,0,0.333333333333333,0,0,0.222222222222222,0,4.85,1,1,1,4,"3",3.66666666666667,0.148148148148148,3,0.111111111111111
"285",29,22,"pr","chinese",3,3,"Female","V3R2",17.15495,41.545,1,8,2,8,2,2,2,2,0,0.368421052631579,0.0526315789473684,0.368421052631579,0.0526315789473684,0.0526315789473684,0.0526315789473684,0.0526315789473684,7.301,1,1,0,4,"2",3.66666666666667,0.140350877192982,4,0.157894736842105
"286",30,24,"ct","chinese",4,4,"Female","RV23",8.467,39.062,1,9,1,7,1,2,8,2,0,0.347826086956522,0,0.260869565217391,0,0.0434782608695652,0.304347826086957,0.0434782608695652,5.923,1,1,1,4,"3",3.66666666666667,0.115942028985507,3.33333333333333,0.101449275362319
"287",31,20,"ct","chinese",1,3,"Female","3RV2",10.96646667,37.147,7,7,2,7,2,2,2,2,0.260869565217391,0.260869565217391,0.0434782608695652,0.260869565217391,0.0434782608695652,0.0434782608695652,0.0434782608695652,0.0434782608695652,16.003,1,1,0,4,"2",5.33333333333333,0.188405797101449,3.66666666666667,0.115942028985507
"288",32,22,"ct","chinese",3,3,"Female","RV23",9.695683333,37.346,1,8,1,6,6,2,4,2,0,0.318181818181818,0,0.227272727272727,0.227272727272727,0.0454545454545455,0.136363636363636,0.0454545454545455,6.756,1,1,1,4,"3",3.33333333333333,0.106060606060606,4.66666666666667,0.166666666666667
"289",33,23,"pr","chinese",3,4,"Female","2V3R",12.31363333,20.002,4,9,1,9,1,1,1,1,0.157894736842105,0.421052631578947,0,0.421052631578947,0,0,0,0,6.882,1,1,0,4,"R",4.66666666666667,0.192982456140351,3.66666666666667,0.140350877192982
"290",34,22,"ct","chinese",1,3,"Male","3R2V",8.860066667,27.94,4,5,4,9,9,3,9,7,0.0384615384615385,0.0769230769230769,0.0384615384615385,0.230769230769231,0.230769230769231,0,0.230769230769231,0.153846153846154,5.277,0,1,1,4,"V",4.33333333333333,0.0512820512820513,7,0.153846153846154
"291",35,24,"ct","chinese",4,3,"Male","V3R2",10.16185,17.466,1,9,1,9,1,1,1,1,0,0.5,0,0.5,0,0,0,0,5.021,1,1,0,4,"2",3.66666666666667,0.166666666666667,3.66666666666667,0.166666666666667
"292",36,NA,"-1","-1",-1,-1,"Male","3R2V",12.77731667,25.51,1,5,1,5,5,1,1,5,0,0.25,0,0.25,0.25,0,0,0.25,14.264,1,1,1,4,"V",2.33333333333333,0.0833333333333333,3.66666666666667,0.166666666666667
"293",37,20,"ct","chinese",1,6,"Female","23RV",130.1343833,16.45,1,9,1,1,1,1,1,1,0,1,0,0,0,0,0,0,6.4,0,1,0,4,"V",3.66666666666667,0.333333333333333,1,0
"294",38,21,"ct","chinese",3,3,"Female","R2V3",13.1494,44.735,1,9,1,7,7,1,1,1,0,0.4,0,0.3,0.3,0,0,0,10.927,1,1,1,4,"3",3.66666666666667,0.133333333333333,5,0.2
"295",39,21,"ct","chinese",3,3,"Female","3RV2",7.469633333,25.099,1,7,3,7,3,3,7,6,0,0.206896551724138,0.0689655172413793,0.206896551724138,0.0689655172413793,0.0689655172413793,0.206896551724138,0.172413793103448,4.274,1,1,0,4,"2",3.66666666666667,0.0919540229885057,4.33333333333333,0.114942528735632
"296",40,21,"ct","chinese",3,3,"Female","3RV2",7.746933333,16.181,3,3,1,9,3,3,9,4,0.0740740740740741,0.0740740740740741,0,0.296296296296296,0.0740740740740741,0.0740740740740741,0.296296296296296,0.111111111111111,6.139,1,1,0,4,"2",2.33333333333333,0.0493827160493827,5,0.148148148148148
"297",41,21,"ct","chinese",3,3,"Hide","3R2V",11.37931667,32.291,1,9,1,9,9,1,1,1,0,0.333333333333333,0,0.333333333333333,0.333333333333333,0,0,0,6.923,1,1,1,4,"V",3.66666666666667,0.111111111111111,6.33333333333333,0.222222222222222
"298",42,22,"ct","chinese",3,3,"Female","V3R2",11.45718333,49.088,2,2,8,2,2,8,8,2,0.0384615384615385,0.0384615384615385,0.269230769230769,0.0384615384615385,0.0384615384615385,0.269230769230769,0.269230769230769,0.0384615384615385,8.588,1,0,1,4,"2",4,0.115384615384615,4,0.115384615384615
"299",43,23,"ct","chinese",3,3,"Male","2V3R",9.098166667,19.758,3,3,1,9,3,3,3,3,0.1,0.1,0,0.4,0.1,0.1,0.1,0.1,5.49,1,1,0,4,"R",2.33333333333333,0.0666666666666667,5,0.2
"300",44,21,"ct","chinese",2,-1,"Female","R2V3",14.54021667,14.657,4,4,4,4,4,4,9,5,0.0714285714285714,0.0714285714285714,0.0714285714285714,0.0714285714285714,0.0714285714285714,0.0714285714285714,0.428571428571429,0.142857142857143,3.364,1,1,1,4,"3",4,0.0714285714285714,4,0.0714285714285714
"301",45,24,"ct","chinese",3,4,"Male","3R2V",8.287983333,16.875,1,9,1,6,6,1,1,1,0,0.444444444444444,0,0.277777777777778,0.277777777777778,0,0,0,3.563,1,1,1,4,"V",3.66666666666667,0.148148148148148,4.33333333333333,0.185185185185185
"302",46,23,"-1","-1",-1,6,"Female","V23R",10.60193333,30.017,1,5,1,9,5,5,9,1,0,0.142857142857143,0,0.285714285714286,0.142857142857143,0.142857142857143,0.285714285714286,0,5.307,1,1,0,4,"R",2.33333333333333,0.0476190476190476,6.33333333333333,0.19047619047619
"303",47,24,"ct","chinese",4,4,"Female","V3R2",11.27976667,16.69,5,5,1,6,3,3,1,1,0.235294117647059,0.235294117647059,0,0.294117647058824,0.117647058823529,0.117647058823529,0,0,4.093,1,1,0,4,"2",3.66666666666667,0.156862745098039,4,0.176470588235294
"304",48,33,"ct","chinese",6,6,"Male","R2V3",14.4798,17.109,5,8,5,5,3,3,3,3,0.157894736842105,0.315789473684211,0.157894736842105,0.157894736842105,0.0526315789473684,0.0526315789473684,0.0526315789473684,0.0526315789473684,5.064,1,1,1,4,"3",6,0.210526315789474,3.66666666666667,0.087719298245614
"305",49,22,"nc","chinese",6,6,"Male","RV23",8.775083333,15.63,5,5,5,5,5,5,7,5,0.117647058823529,0.117647058823529,0.117647058823529,0.117647058823529,0.117647058823529,0.117647058823529,0.176470588235294,0.117647058823529,8.834,1,1,1,4,"3",5,0.117647058823529,5,0.117647058823529
"306",50,22,"ct","chinese",2,3,"Male","R2V3",8.2092,12.801,5,4,1,5,1,1,1,1,0.363636363636364,0.272727272727273,0,0.363636363636364,0,0,0,0,4.679,1,1,0,4,"3",3.33333333333333,0.212121212121212,2.33333333333333,0.121212121212121
"307",51,25,"ct","chinese",3,3,"Male","2V3R",11.63346667,21.417,1,8,7,9,1,1,1,1,0,0.333333333333333,0.285714285714286,0.380952380952381,0,0,0,0,14.951,1,1,0,4,"R",5.33333333333333,0.206349206349206,3.66666666666667,0.126984126984127
"308",52,21,"ct","chinese",3,3,"Female","23RV",12.80496667,20.435,2,9,2,8,9,5,9,5,0.024390243902439,0.195121951219512,0.024390243902439,0.170731707317073,0.195121951219512,0.0975609756097561,0.195121951219512,0.0975609756097561,4.9,1,1,1,4,"V",4.33333333333333,0.0813008130081301,7.33333333333333,0.154471544715447
"309",53,23,"ct","chinese",4,6,"Female","23RV",18.60568333,42.296,1,8,1,5,5,1,1,1,0,0.466666666666667,0,0.266666666666667,0.266666666666667,0,0,0,8.015,1,1,1,4,"V",3.33333333333333,0.155555555555556,3.66666666666667,0.177777777777778
"310",54,28,"ct","chinese",2,4,"Female","23RV",8.231733333,23.345,5,9,5,9,9,1,1,1,0.125,0.25,0.125,0.25,0.25,0,0,0,4.569,1,1,1,4,"V",6.33333333333333,0.166666666666667,6.33333333333333,0.166666666666667
"311",55,24,"ct","chinese",3,4,"Female","23RV",8.871633333,48.027,1,9,5,1,1,1,1,1,0,0.666666666666667,0.333333333333333,0,0,0,0,0,10.925,0,1,0,4,"V",5,0.333333333333333,1,0
"312",56,23,"ct","chinese",3,3,"Male","3R2V",139.1955,23.164,8,1,1,9,6,9,1,5,0.21875,0,0,0.25,0.15625,0.25,0,0.125,3.484,1,1,1,4,"V",3.33333333333333,0.0729166666666667,8,0.21875
"313",57,21,"ct","chinese",2,3,"Female","2V3R",18.0682,19.999,2,5,2,9,1,1,1,1,0.0714285714285714,0.285714285714286,0.0714285714285714,0.571428571428571,0,0,0,0,4.19,1,1,0,4,"R",3,0.142857142857143,3.66666666666667,0.19047619047619
"314",58,22,"ct","chinese",2,6,"Female","3R2V",6.782983333,13.619,1,9,1,1,1,1,1,2,0,0.888888888888889,0,0,0,0,0,0.111111111111111,7.376,0,1,0,4,"V",3.66666666666667,0.296296296296296,1,0
"315",59,19,"nc","other",1,3,"Female","R2V3",9.871433333,19.18,1,9,1,6,6,1,8,3,0,0.296296296296296,0,0.185185185185185,0.185185185185185,0,0.259259259259259,0.0740740740740741,4.184,1,1,1,4,"3",3.66666666666667,0.0987654320987654,4.33333333333333,0.123456790123457
"316",60,24,"ct","chinese",4,6,"Male","3R2V",10.08853333,35.83,1,7,1,7,7,1,1,5,0,0.272727272727273,0,0.272727272727273,0.272727272727273,0,0,0.181818181818182,4.564,1,1,1,4,"V",3,0.0909090909090909,5,0.181818181818182
"317",61,NA,"nc","chinese",4,6,"Male","V23R",23.57891667,22.786,6,8,2,9,7,4,7,3,0.131578947368421,0.184210526315789,0.0263157894736842,0.210526315789474,0.157894736842105,0.0789473684210526,0.157894736842105,0.0526315789473684,4.914,1,1,0,4,"R",5.33333333333333,0.114035087719298,6.66666666666667,0.149122807017544
"318",62,21,"ct","chinese",1,3,"Male","23RV",40.9505,26.891,2,9,2,7,7,1,1,1,0.0454545454545455,0.363636363636364,0.0454545454545455,0.272727272727273,0.272727272727273,0,0,0,4.27,1,1,1,4,"V",4.33333333333333,0.151515151515152,5,0.181818181818182
"319",63,21,"ct","chinese",3,3,"Female","V3R2",9.21565,17.47,5,5,5,8,5,5,7,5,0,0,0,0.6,0,0,0.4,0,6.322,1,1,0,4,"2",5,0,6,0.2
"320",64,23,"ct","chinese",3,3,"Male","23RV",8.565616667,14.288,1,9,1,1,1,1,1,1,0,1,0,0,0,0,0,0,6.479,1,1,1,4,"V",3.66666666666667,0.333333333333333,1,0
